ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id
ENSG00000134982	62.628395658753035	-0.6413820176765578	0.32330276369464933	-1.983843287780632	0.04727331276384138	0.08871437169440999	APC	5	112707518	112846239	protein_coding	324
ENSG00000164615	1073.0713333509043	-0.2575081349537908	0.1298554768410093	-1.9830363818160337	0.04736336582586515	0.08887364729223471	CAMLG	5	134738495	134752157	protein_coding	819
ENSG00000211938	2.5569770993018492	-5.5716081955872445	2.8105060645716464	-1.9824216947336215	0.04743206346289361	0.08899282065569475	IGHV3-7	14	106062151	106062683	IG_V_gene	NA
ENSG00000174473	9.406229043612626	-1.056554722239249	0.5329789865297595	-1.9823571828197304	0.04743927819183394	0.08899662532423866	GALNTL6	4	171812254	173041559	protein_coding	442117
ENSG00000196118	2.863763039637346	2.4952827957434964	1.25881961699583	1.9822401574091153	0.0474523681546099	0.08901144996138588	CFAP119	16	30757423	30762221	protein_coding	90835
ENSG00000213741	19663.55147739735	-0.5069708392778889	0.25578901185923636	-1.9819883410663504	0.0474805455543743	0.08905456937275408	RPS29	14	49570984	49599164	protein_coding	6235
ENSG00000115170	295.9683800331007	-0.9234687838528434	0.46600717259530977	-1.981662167794148	0.04751706415513897	0.08911332241489502	ACVR1	2	157736251	157876330	protein_coding	90
ENSG00000130066	2945.4608912798813	-1.5307603622954258	0.7729405126405762	-1.9804374816192905	0.04765439178538797	0.08936109882553954	SAT1	X	23783173	23786210	protein_coding	6303
ENSG00000135678	315.07602448525193	-1.3024952296880117	0.6577167427902162	-1.9803285289081545	0.04766662511509954	0.08937427097856823	CPM	12	68842197	68971570	protein_coding	1368
ENSG00000175582	2821.5717955559235	-0.10907999391794328	0.05509195650320241	-1.9799622456973849	0.04770777115226644	0.08944164526120932	RAB6A	11	73675638	73761137	protein_coding	5870
ENSG00000150403	537.0086412111164	-0.20527774502847265	0.10370638965650164	-1.9794127026155064	0.04776955948828922	0.08954770039332093	TMCO3	13	113491021	113554590	protein_coding	55002
ENSG00000143552	50.700165213415126	-1.4283980288560514	0.7222435632658836	-1.977723446086576	0.04795991376856235	0.08989471274207918	NUP210L	1	153992690	154155116	protein_coding	91181
ENSG00000107937	1058.4737453964476	0.3280075547848829	0.16587812733283003	1.977400878940142	0.04799633471013839	0.08994332797690635	GTPBP4	10	988434	1019932	protein_coding	23560
ENSG00000256229	246.84191809911596	0.2651308160441769	0.13408013853497988	1.977405594453555	0.04799580211585203	0.08994332797690635	ZNF486	19	20167214	20200488	protein_coding	90649
ENSG00000160439	81.59869334096818	0.5134202113878344	0.25966759198014144	1.977220982690436	0.04801665682483294	0.08997158433990211	RDH13	19	55039108	55071291	protein_coding	112724
ENSG00000136003	2739.3346388517148	0.4823999443222165	0.24398978810545088	1.97713169910917	0.0480267454958962	0.08998066163120627	ISCU	12	108562582	108569368	protein_coding	23479
ENSG00000197279	41.30202826461153	0.5212673951840512	0.26366324070524116	1.9770196019353157	0.0480394145293315	0.08999457085863849	ZNF165	6	28080568	28089563	protein_coding	7718
ENSG00000211716	3.7778822228721105	-3.244057877788624	1.640946011572376	-1.976943698885087	0.04804799455835414	0.0900008177546114	TRBV9	7	142391891	142392412	TR_V_gene	NA
ENSG00000130775	1048.2513471893978	-1.1102897754036007	0.5620189220993911	-1.9755380677507688	0.04820711900174415	0.09028902388734047	THEMIS2	1	27872543	27886685	protein_coding	9473
ENSG00000178789	7.820937455913075	-3.2308133839496147	1.635577735999291	-1.9753346556626248	0.04823018289091492	0.0903223617160356	CD300LB	17	74521174	74531475	protein_coding	124599
ENSG00000176809	133.87793056426906	-0.6343314612545893	0.32118695731595004	-1.9749602118201848	0.04827266346155876	0.0903920506027966	LRRC37A3	17	64854130	64919480	protein_coding	374819
ENSG00000143067	4.28062724645065	-1.702012668218012	0.8619371052809781	-1.9746367313693756	0.04830938754778167	0.0904509462619858	ZNF697	1	119619377	119648266	protein_coding	90874
ENSG00000241962	45.98480449190863	0.524960371834109	0.26588048321300417	1.974422362597968	0.04833373733107398	0.09048666286160036		2	99141485	99322741	protein_coding	NA
ENSG00000271425	563.7197721628245	-0.8572262109661404	0.4342496703324095	-1.97403998098594	0.04837719700185108	0.09055814380948732	NBPF10	1	146064711	146229000	protein_coding	100132406
ENSG00000163608	81.60556193645908	0.36911323436115007	0.18699322218909953	1.973939108808335	0.04838866712231913	0.09055831733517555	NEPRO	3	113002444	113019861	protein_coding	25871
ENSG00000037474	1330.1769441365657	0.31944205044233426	0.16183295138555573	1.9738999240104436	0.0483931234203418	0.09055831733517555	NSUN2	5	6599239	6633291	protein_coding	54888
ENSG00000160999	248.58096854946697	-0.3797074385666307	0.19235626993572225	-1.973980045950744	0.04838401190674769	0.09055831733517555	SH2B2	7	102285091	102321711	protein_coding	10603
ENSG00000151835	272.63464471519393	0.8600936993375796	0.43578285055899313	1.973674958145574	0.04841871437361305	0.09059519095774604	SACS	13	23288689	23433763	protein_coding	26278
ENSG00000145287	246.02564969923336	0.7495587136892385	0.37978609953438414	1.9736338813036964	0.048423388289631	0.09059519095774604	PLAC8	4	83090048	83137075	protein_coding	51316
ENSG00000139977	668.7231119929305	0.2707473523938259	0.13719311135996426	1.97347628980762	0.04844132330610554	0.09061886451004784	NAA30	14	57390544	57415906	protein_coding	122830
ENSG00000171747	1.4828600930212947	-3.201204487387393	1.6223189865304142	-1.973227530446201	0.04846964521818261	0.09066196147973152	LGALS4	19	38801671	38812945	protein_coding	3960
ENSG00000117407	7.08268344469833	1.6520374893288332	0.8375554885461226	1.9724513920821365	0.04855810002449826	0.0908098619673835	ARTN	1	43933320	43937240	protein_coding	9048
ENSG00000167371	2.1315528179932004	-2.396557779877854	1.21502135941594	-1.9724408639448756	0.04855930082473152	0.0908098619673835	PRRT2	16	29811382	29815892	protein_coding	112476
ENSG00000123453	3.099797947912771	-2.83438337532882	1.437492501469814	-1.9717552421530593	0.04863755400651258	0.09094628941191618	SARDH	9	133663560	133739955	protein_coding	1757
ENSG00000121933	10.791173362179464	-1.0197411861803538	0.5171874457797062	-1.9717052192614672	0.04864326749241857	0.0909470615271786	TMIGD3	1	111483348	111563962	protein_coding	57413
ENSG00000115368	746.1428907866988	0.501321402058622	0.25434416638545904	1.971035582152368	0.04871980600222493	0.09108023876510954	WDR75	2	189441446	189475552	protein_coding	84128
ENSG00000134539	15.25523864476343	-2.1756828778689834	1.1039835110269984	-1.9707566790060291	0.04875171402429577	0.0911299606960308	KLRD1	12	10226058	10329608	protein_coding	3824
ENSG00000104969	1915.4875199908524	-0.413972414563405	0.21007533936182737	-1.970590245485176	0.04877076327292612	0.09115563793429918	SGTA	19	2754715	2783362	protein_coding	6449
ENSG00000047634	3.798883475357059	-2.476344871727922	1.2568729091752926	-1.970242857213619	0.0488105439407629	0.09122005369084084	SCML1	X	17737449	17754988	protein_coding	6322
ENSG00000156876	92.40806069663884	0.6873571599274856	0.3490116576550735	1.969438971023705	0.04890270427427403	0.09138233499651426	SASS6	1	100083563	100132955	protein_coding	163786
ENSG00000183346	2.8294111031822164	2.56504111428452	1.3028315673594704	1.968820205579796	0.04897374116280705	0.09150511280316272	CABCOCO1	10	61662929	61766766	protein_coding	219621
ENSG00000153815	977.8605449618384	-0.23170447185708737	0.11771665673686987	-1.9683235854634624	0.0490308178871227	0.0916017828078453	CMIP	16	81444808	81711762	protein_coding	80790
ENSG00000064652	41.9142286965236	-0.910986725154424	0.462923524739135	-1.9678989648836271	0.04907966394565216	0.09168305650293956	SNX24	5	122843439	123029354	protein_coding	28966
ENSG00000162078	2.1896215008288444	-3.817731158902823	1.9402527094516484	-1.967646348491267	0.04910874294213242	0.0917273907469092	ZG16B	16	2830253	2839585	protein_coding	124220
ENSG00000141668	2.6887198788228623	-2.1286735354141335	1.082229503134171	-1.9669335656156357	0.04919087025772301	0.0918707904519442	CBLN2	18	72536680	72638521	protein_coding	147381
ENSG00000175782	244.1047906215391	-0.3539780547335807	0.17997465664924628	-1.966821669916841	0.04920377341515849	0.09188488727223436	SLC35E3	12	68746125	68793964	protein_coding	55508
ENSG00000169247	2.033408849974922	-3.04294095287439	1.547450066790527	-1.96642270931919	0.04924980233574252	0.09196083452787791	SH3TC2	5	148923639	149063163	protein_coding	79628
ENSG00000139220	4.566120724689817	-1.6942163394384655	0.8619428732381955	-1.965578453098102	0.04934732507927524	0.092129345247274	PPFIA2	12	81257975	81759553	protein_coding	8499
ENSG00000136718	1260.5860735220133	0.3407104357859733	0.1733411487989501	1.9655485044762608	0.04935078751414473	0.092129345247274	IMP4	2	130342877	130347967	protein_coding	92856
ENSG00000176533	941.7811616942136	1.0590250553096896	0.538817578625226	1.9654612197541044	0.04936087988129413	0.0921381611187168	GNG7	19	2511219	2702694	protein_coding	2788
ENSG00000141698	357.6683414833541	-0.3197928456836557	0.16280483862002598	-1.9642711383414573	0.04949865685746663	0.09238528819323534	NT5C3B	17	41825057	41836260	protein_coding	115024
ENSG00000205078	12.752398640688064	0.93708762720091	0.4773091789168553	1.9632717504562085	0.04961460610801679	0.09259162623464784	SYCE1L	16	77199408	77213215	protein_coding	100130958
ENSG00000164077	222.81012731086324	0.4340588977751616	0.2211481152017532	1.9627519654832697	0.04967500169956645	0.09269425548245364	MON1A	3	49907160	49930173	protein_coding	84315
ENSG00000124212	2.1539774363722786	-3.715077636659251	1.8929059479293344	-1.9626319208955971	0.04968895885142387	0.09271021704792635	PTGIS	20	49503874	49568137	protein_coding	5740
ENSG00000131013	749.4634018988319	0.1866506153096372	0.09510947164203298	1.962481886264083	0.04970640746151163	0.0927326888359918	PPIL4	6	149504495	149546043	protein_coding	85313
ENSG00000274933	2.357216022622716	-2.372108776330297	1.209066141714264	-1.961934665515505	0.04977009126750573	0.0928414031276216	TBC1D3I	17	36253456	36264570	protein_coding	102724862
ENSG00000099139	4.840197481342146	-1.598578700003798	0.8148173859086846	-1.9618858503136416	0.04977577554765026	0.0928419129086404	PCSK5	9	75890644	76362975	protein_coding	5125
ENSG00000143228	13.575831356321586	0.8424372291189327	0.4294950548496851	1.9614596713197765	0.04982542503623636	0.0929244176925808	NUF2	1	163266576	163355764	protein_coding	83540
ENSG00000185507	951.8148679902148	-0.7013400585510461	0.3575803992690743	-1.961349279727431	0.04983829233180695	0.09293831320825384	IRF7	11	612553	615983	protein_coding	3665
ENSG00000211786	2.2851395430155383	-5.409801277224954	2.7588916198628466	-1.9608603825814268	0.04989531191241538	0.09303453181843328	TRAV8-2	14	21846537	21847221	TR_V_gene	NA
ENSG00000179922	86.46070898914833	0.5501741332029834	0.28058678628924344	1.9607984412916557	0.04990253996504238	0.09303789858961176	ZNF784	19	55620741	55624566	protein_coding	147808
ENSG00000167110	520.8379779044967	-0.3061746953645692	0.15615981415411992	-1.9606497165935024	0.04991989853146731	0.09306014982647937	GOLGA2	9	128255829	128276026	protein_coding	2801
ENSG00000168135	1.1316697692884712	-4.3837398745735445	2.23610510953893	-1.9604355161450535	0.0499449080683917	0.093096657538019	KCNJ4	22	38426327	38455199	protein_coding	3761
ENSG00000061938	906.3772042624408	-0.4256258445344904	0.2171864828444116	-1.9597252967137968	0.05002790678022915	0.09323110943142954	TNK2	3	195863364	195911945	protein_coding	10188
ENSG00000147206	4.9826060154219975	-1.671352226119841	0.8528481659297694	-1.959730105414185	0.05002734443021715	0.09323110943142954	NXF3	X	103075810	103093143	protein_coding	56000
ENSG00000101473	296.538615841198	0.32108713718323373	0.16385211462066024	1.959615461335936	0.05004075284256648	0.0932449215109422	ACOT8	20	45841721	45857405	protein_coding	10005
ENSG00000156869	10.699055711163732	1.1476997978707235	0.5858178513788405	1.9591410455816267	0.05009627105728104	0.09333823637754678	FRRS1	1	99703970	99766635	protein_coding	391059
ENSG00000131504	3629.672327149416	0.3464622629455504	0.17690167965576525	1.9585018277934656	0.05017115677652864	0.0934676121576198	DIAPH1	5	141515016	141619055	protein_coding	1729
ENSG00000285238	2.9733395295739715	2.632543831686404	1.344200001752233	1.9584465319556237	0.05017763920841937	0.09346954006492886		12	6556886	6607367	protein_coding	NA
ENSG00000167315	510.8526109186513	-0.23180593961750923	0.11837070240541774	-1.95830501050486	0.05019423322394976	0.09349030109167716	ACAA2	18	49782164	49813953	protein_coding	10449
ENSG00000288674	3.070575912938406	2.61875590411126	1.3372949991640717	1.9582484835045484	0.05020086254997976	0.09349249968876074		1	226870184	226987545	protein_coding	5664
ENSG00000133773	459.5024050775251	0.282325519668189	0.14427177950909092	1.9569005153249597	0.05035916597247092	0.09377714019488344	CCDC59	12	82223681	82358805	protein_coding	29080
ENSG00000261459	7.744426493010963	1.2718423682583453	0.6499570822588675	1.9568097694053448	0.05036983805405083	0.09378683465343508		16	30525923	30534852	protein_coding	NA
ENSG00000105483	498.29005239853586	-0.7298952242171192	0.37306372130497795	-1.956489421335164	0.05040752741922882	0.0938468267642283	CARD8	19	48180770	48255946	protein_coding	22900
ENSG00000143674	32.16720042490593	-0.7402052149147804	0.378450950592261	-1.9558815052687488	0.05047911450785399	0.09396990850881616	MAP3K21	1	233327724	233385148	protein_coding	84451
ENSG00000133800	1.2694950918135788	3.030808736908681	1.5500980882298618	1.9552367427081472	0.05055513364236593	0.09410121317375944	LYVE1	11	10556966	10611689	protein_coding	10894
ENSG00000180509	4.356227585989223	-3.792786178771374	1.9399677086027105	-1.9550769644012185	0.05057398673115746	0.09412609440646488	KCNE1	21	34446688	34512214	protein_coding	3753
ENSG00000143322	566.593656824479	-0.3625257873096281	0.18548085340332832	-1.954518650619508	0.0506399113919597	0.09423856829319356	ABL2	1	179099330	179229684	protein_coding	27
ENSG00000117118	1130.548829344998	0.3099686309454272	0.15859669885535743	1.9544456674228967	0.05064853443138667	0.09424439364209224	SDHB	1	17018664	17054032	protein_coding	6390
ENSG00000175309	649.0615873593763	-0.40511040756903766	0.20732011102003303	-1.9540333331670483	0.05069727525645943	0.09432485890808186	PHYKPL	5	178208471	178232802	protein_coding	85007
ENSG00000088320	2.272761371019893	-5.40245380902063	2.7660602648560677	-1.953122235860522	0.05080511274618485	0.09451524715375036	REM1	20	31475288	31484895	protein_coding	28954
ENSG00000214575	12.746032528858516	1.0479418796734752	0.5365612701910143	1.9530702976389087	0.05081126593897807	0.09451644633358476	CPEB1	15	82543201	82648861	protein_coding	64506
ENSG00000151812	4.122014328190891	-1.5354930503247055	0.7863320412199388	-1.9527285800823992	0.05085176525516063	0.09458152718136002	SLC35F4	14	57563920	57982194	protein_coding	341880
ENSG00000205309	40.0365333726077	-0.8962448932200172	0.45903993518119474	-1.9524333822203217	0.05088677296309735	0.09463638093440542	NT5M	17	17303335	17347663	protein_coding	56953
ENSG00000114626	948.5459719220328	0.2803575924397166	0.14364874368381997	1.951688439801475	0.05097520592191381	0.09479056933003112	ABTB1	3	127672935	127680926	protein_coding	80325
ENSG00000233954	302.9235513310828	0.29764828942885785	0.15251602598274733	1.951586972653798	0.05098726115513963	0.09480271206110596	UQCRHL	1	15807169	15809348	protein_coding	440567
ENSG00000152229	259.689357829694	-0.9845383200370368	0.5048330910428577	-1.9502254061896565	0.05114925891577785	0.09509361626144938	PSTPIP2	18	45983536	46072272	protein_coding	9050
ENSG00000148450	152.27400074388103	0.4676069482722291	0.2397822979568887	1.950131232607929	0.05116047950712184	0.09510417198084468	MSRB2	10	23095579	23122013	protein_coding	22921
ENSG00000206561	5.75934656079844	-1.455951700624226	0.7466636030159781	-1.9499433141554503	0.05118287576919057	0.09513549804439084	COLQ	3	15450133	15521751	protein_coding	8292
ENSG00000154099	3.929206588170981	-3.70993254728674	1.9030078146543856	-1.949509885728198	0.05123456339672713	0.0952212563649311	DNAAF1	16	84145287	84178767	protein_coding	123872
ENSG00000152413	93.16346624752326	-0.40031872177305206	0.20536356811904533	-1.9493171327301584	0.05125756379893469	0.0952536856560296	HOMER1	5	79372636	79514134	protein_coding	9456
ENSG00000187556	2.095383632572648	-4.512214178417908	2.3151440188679064	-1.9489993458913877	0.0512955028357784	0.09531386589303507	NANOS3	19	13862063	13880757	protein_coding	342977
ENSG00000047457	2.3053379116578294	-2.1162437268021335	1.08604635957881	-1.948575867077032	0.05134609646119128	0.0953975444592442	CP	3	149162410	149221829	protein_coding	1356
ENSG00000152953	12.733159327303415	1.2232499125717256	0.6279861665510476	1.9478930870243785	0.05142775714741879	0.0955389191354928	STK32B	4	5051480	5500994	protein_coding	55351
ENSG00000270629	504.02471495533575	-0.8890144123498134	0.4567596812301965	-1.9463504527269568	0.05161265696420861	0.09585127916353409	NBPF14	1	148531385	148679742	protein_coding	25832
ENSG00000172671	164.0726256947898	0.6308661803554904	0.3241252541341744	1.946365401365294	0.05161086255780683	0.09585127916353409	ZFAND4	10	45615500	45672780	protein_coding	93550
ENSG00000211790	2.309895887006828	-5.4246443913236355	2.787046387862908	-1.9463775037785511	0.05160940984514904	0.09585127916353409	TRAV8-4	14	21894433	21895030	TR_V_gene	NA
ENSG00000279423	330.5371245071061	0.2107365437482147	0.1082830070472064	1.9461644951949228	0.05163498332099324	0.09588236404995693		14	34541044	34541714	TEC	NA
ENSG00000146729	877.3613504620873	0.164493935769766	0.08453869855544681	1.9457826839134336	0.05168084952353058	0.0959571492397725	NIPSNAP2	7	55951793	56000181	protein_coding	2631
ENSG00000187778	1467.2261271469258	0.21368596300102277	0.10988386317897823	1.9446528072367844	0.05181677904496013	0.09619615585955175	MCRS1	12	49556544	49568145	protein_coding	10445
ENSG00000180185	162.97704446340194	0.5154765234333536	0.2650783437016688	1.944619527325455	0.05182078730678615	0.09619615585955175	FAHD1	16	1826967	1840207	protein_coding	81889
ENSG00000104824	2551.6114331831304	-0.3802863755520495	0.19557104398509148	-1.9444922305627157	0.05183612143491756	0.09621421155131064	HNRNPL	19	38836370	38852347	protein_coding	3191
ENSG00000131626	423.0233419863709	0.2393793525409056	0.12312157222188376	1.944251914762002	0.05186508014920174	0.09625754950784245	PPFIA1	11	70270690	70385312	protein_coding	8500
ENSG00000179364	407.6379360912237	0.2824239687619524	0.14526909291557882	1.9441435414350616	0.05187814386032552	0.09626097029906622	PACS2	14	105300563	105398147	protein_coding	23241
ENSG00000164035	3.6198233864377545	-1.5497103300808703	0.7971123541094217	-1.9441554532325531	0.0518767078347104	0.09626097029906622	EMCN	4	100395341	100880126	protein_coding	51705
ENSG00000174891	323.4608694502964	0.2571920235910527	0.13232959029275676	1.9435715248725471	0.05194714241633932	0.0963785758628406	RSRC1	3	158105855	158545730	protein_coding	51319
ENSG00000171161	1742.2348470748805	-0.33342453124808047	0.17162160691012393	-1.9427887738091785	0.05204168486166424	0.09654354296209698	ZNF672	1	248838210	248849517	protein_coding	79894
ENSG00000145002	13.477923364784257	-0.8014899224039537	0.41256000048467223	-1.9427232922783828	0.052049600388685	0.09654778848314131	FAM86B2	8	12424411	12436406	protein_coding	128966622
ENSG00000182685	1.7349779595821244	2.574833357723583	1.3255657314289802	1.942441100184352	0.05208372380641506	0.09660064134368929	BRICD5	16	2209253	2210905	protein_coding	283870
ENSG00000109814	916.3521602861174	0.5307942999540544	0.2733048682608441	1.9421326203654028	0.05212104741106965	0.09665941758313155	UGDH	4	39498755	39528311	protein_coding	7358
ENSG00000139144	1.7764426268713376	-2.3923825461578665	1.2321979530536358	-1.9415569878436	0.05219075418765717	0.09677822980134246	PIK3C2G	12	18242961	18648416	protein_coding	5288
ENSG00000066294	3586.222346013368	-0.24419345838612191	0.12586428652313147	-1.9401330205073208	0.05236352593947087	0.09708811087847864	CD84	1	160541095	160579516	protein_coding	8832
ENSG00000170876	568.5412324316127	0.4326301296095794	0.2230840415109049	1.9393145591206773	0.05246304714616093	0.09726212457415769	TMEM43	3	14125015	14143680	protein_coding	79188
ENSG00000114948	1.370102461484234	-3.0970530313053133	1.5975002273509633	-1.938687067632514	0.05253945433005112	0.09739325382400787	ADAM23	2	206443532	206621127	protein_coding	8745
ENSG00000089154	2894.917005978374	-0.2817562178246672	0.14536221014070058	-1.9383044434447343	0.05258609062229609	0.09746917391134884	GCN1	12	120127202	120194715	protein_coding	10985
ENSG00000204469	3234.622955671949	-0.32760582095759927	0.16905255048449908	-1.937893394797604	0.05263622999225181	0.09755156990786958	PRRC2A	6	31620715	31637771	protein_coding	7916
ENSG00000127337	385.921170693117	-0.28060372433367087	0.14480304787346354	-1.937830235306076	0.05264393767491195	0.09755531727250666	YEATS4	12	69359710	69390870	protein_coding	8089
ENSG00000157680	46169.59361819858	-0.5082333315624684	0.2623560369841527	-1.937189391198067	0.05272219659223786	0.09768978932285284	DGKI	7	137381037	137847092	protein_coding	9162
ENSG00000105971	2.709561219137629	-1.8608476678678123	0.9607756345186382	-1.9368181300727123	0.05276757890923668	0.09776332133945397	CAV2	7	116287380	116508541	protein_coding	858
ENSG00000241244	13.469416072858184	1.4233707536367064	0.7350531881286947	1.9364187199301008	0.05281643856492447	0.09784327930219974	IGKV1D-16	2	90100236	90100738	IG_V_gene	NA
ENSG00000163531	2.7836315313738687	-2.805226545476679	1.4493485419876	-1.9355085848636948	0.05292791621506269	0.09803920829299856	NFASC	1	204828651	205022822	protein_coding	23114
ENSG00000001630	2.144292509663629	2.9117273395675536	1.5046357369932284	1.9351709307304976	0.05296932366307622	0.09810531686216124	CYP51A1	7	92084987	92134803	protein_coding	1595
ENSG00000205358	2.260383199024248	-5.395139336971624	2.7886834771813405	-1.934654607135535	0.05303269417597933	0.09821208490787409	MT1H	16	56669814	56671129	protein_coding	4496
ENSG00000186073	144.60250177574753	-0.2687085870734541	0.13892104547096368	-1.934253994148192	0.05308190668243706	0.09829261330209962	CDIN1	15	36579626	36810248	protein_coding	84529
ENSG00000164638	22.166446408963782	1.207801596473448	0.6246169001441727	1.933667814935308	0.05315398345692884	0.09841545787784452	SLC29A4	7	5274369	5306912	protein_coding	222962
ENSG00000164758	391.94433737804263	0.24950183665789807	0.12905556896753537	1.9332899669030297	0.05320048708983726	0.0984909319688636	MED30	8	117520713	117540262	protein_coding	90390
ENSG00000117560	4.318113627713679	-2.9555044093688405	1.5294671273230884	-1.932375241396419	0.05331320764947166	0.09868896502855053	FASLG	1	172659103	172666876	protein_coding	356
ENSG00000168152	15.885294764998724	1.141639647670539	0.5908111178692554	1.9323259382589688	0.05331928887939546	0.09868957482121546	THAP9	4	82900684	82919969	protein_coding	79725
ENSG00000083642	852.2079935843183	0.13023306785090766	0.06740273173703071	1.9321630517737352	0.05333938401557583	0.09871612026094811	PDS5B	13	32586452	32778019	protein_coding	23047
ENSG00000179715	2635.771675730277	-1.017193527862934	0.5265673913589116	-1.9317442450013176	0.0533910808147172	0.09880113941101357	PCED1B	12	47079603	47236662	protein_coding	91523
ENSG00000167139	1.1898927813812417	-3.636474609691085	1.882537706022232	-1.93168752905082	0.05339808495188671	0.098803444581524	TBC1D21	15	73873564	73889214	protein_coding	161514
ENSG00000124733	1392.12135709332	0.15264489375282633	0.07904649429281034	1.9310773376917505	0.05347348909704751	0.098932297382698	MEA1	6	43011143	43016868	protein_coding	4201
ENSG00000213079	1139.962896143805	0.2064576395624843	0.10693353317339704	1.9307099787650792	0.05351892819282512	0.0990056894805923	SCAF8	6	154733378	154834244	protein_coding	22828
ENSG00000181404	280.69251716772584	-0.4636021031834261	0.24014525190019648	-1.930507055688519	0.05354404182975717	0.0990414693526276	WASHC1	9	14475	73865	protein_coding	124908102
ENSG00000183625	1.9858793739929883	-2.556837507406686	1.3257535803614615	-1.9285918177264687	0.05378155562458498	0.09947007991879156	CCR3	3	46130890	46266706	protein_coding	1232
ENSG00000152128	6.665509970927232	-1.8827275762779712	0.976281372430451	-1.9284681951791456	0.05379691655970822	0.09948776614911337	TMEM163	2	134455759	134719000	protein_coding	81615
ENSG00000174151	476.411386618026	0.25466845701403334	0.13206512894664105	1.9283550400115712	0.05381098006277376	0.0995030494576002	CYB561D1	1	109494052	109502932	protein_coding	284613
ENSG00000166780	206.56994372195211	1.1045973097275064	0.5729677361297948	1.9278525474901804	0.05387346948594909	0.09960786524137012	BMERB1	16	15434475	15625028	protein_coding	127898555
ENSG00000137154	110870.2951228882	-0.37865247753218934	0.1964376977377982	-1.927595781730289	0.05390542397446463	0.09965620779591251	RPS6	9	19375715	19380236	protein_coding	6194
ENSG00000150556	2.790894110985157	-2.411012822842381	1.251645887426493	-1.926273914261533	0.05407018080878444	0.09995002826084072	LYPD6B	2	149038107	149215262	protein_coding	130576
ENSG00000143878	184.5559603308188	0.4057895557120539	0.21069599833943692	1.925948090662434	0.05411085578182473	0.10001444182964007	RHOB	2	20447074	20449440	protein_coding	388
ENSG00000241258	524.2926034418358	0.16972606367403428	0.08814467663785464	1.9255395804713145	0.05416188920976021	0.10009798525000708	CRCP	7	66114604	66154568	protein_coding	27297
ENSG00000184378	6.958731523726753	1.5944585312789274	0.8282374526735519	1.9251224707745496	0.05421403837304145	0.1001835724722289	ACTRT3	3	169766921	169769561	protein_coding	84517
ENSG00000155903	558.3055258171045	0.33896837651425077	0.17615178736095538	1.9242971166660112	0.05431735179978277	0.1003636788908758	RASA2	3	141487027	141615344	protein_coding	5922
ENSG00000143842	5.0477954826906775	-1.9720552405510727	1.0250093743902913	-1.9239387363887428	0.05436226305399145	0.10043584682678856	SOX13	1	204073115	204127743	protein_coding	9580
ENSG00000142867	807.6758085809088	0.16036561426639068	0.08337679012711877	1.9233843617857251	0.0544317968175492	0.1005534851201022	BCL10	1	85265776	85276632	protein_coding	8915
ENSG00000172809	14272.433590013805	-0.30296439776941847	0.15758932543996965	-1.9224931442759832	0.05454373542005122	0.1007494253781073	RPL38	17	74203582	74210655	protein_coding	6169
ENSG00000119203	1054.35504364378	-0.2761089336969298	0.1436240119479476	-1.9224427026658852	0.05455007671894877	0.10075029239437276	CPSF3	2	9423651	9473101	protein_coding	51692
ENSG00000172425	2.637584601513226	2.438021413877747	1.2683319206623092	1.922226646006543	0.05457724537716805	0.10078962180405224	TTC36	11	118527472	118531197	protein_coding	143941
ENSG00000049768	4.360060854077278	-2.270511259734152	1.1812264858372965	-1.922164197092762	0.05458510029547468	0.10079327925847552	FOXP3	X	49250438	49264800	protein_coding	50943
ENSG00000221968	296.928625385037	-0.3318040243838335	0.17262637184330798	-1.9220934834047847	0.05459399590790026	0.10079885739672365	FADS3	11	61873519	61892051	protein_coding	3995
ENSG00000198964	581.6115585441421	0.4427375172486509	0.23047683015026985	1.9209632350461785	0.05473634263861588	0.10105080342084909	SGMS1	10	50305586	50625163	protein_coding	259230
ENSG00000172794	265.6584997785683	1.0737537476170282	0.5590526119318743	1.9206667220577711	0.05477373754826539	0.10110896060819125	RAB37	17	74670578	74747335	protein_coding	326624
ENSG00000132361	299.85859807522934	0.31458221880282905	0.16381772204615483	1.9203186009032471	0.05481766823954946	0.10117916863749889	CLUH	17	2689386	2712663	protein_coding	23277
ENSG00000107882	486.35837631607075	0.21487242277105023	0.11191537939221471	1.919954379263782	0.05486366215771218	0.10123324662485966	SUFU	10	102503972	102633535	protein_coding	51684
ENSG00000010610	87.68057677115102	-2.602110813963914	1.3552629866336512	-1.920004338366326	0.05485735141735712	0.10123324662485966	CD4	12	6786858	6820799	protein_coding	920
ENSG00000163811	1295.8062628821365	0.5101682444372837	0.2657200421435605	1.9199464230163537	0.05486466723187842	0.10123324662485966	WDR43	2	28894667	28948219	protein_coding	23160
ENSG00000278619	159.66826252661838	0.2824538838587821	0.1471381730577962	1.9196506113191552	0.05490204658803724	0.10129132423199388	MRM1	17	36601583	36608964	protein_coding	79922
ENSG00000117593	441.64760704337493	0.47134003396299984	0.24557570878944868	1.9193267782324377	0.05494299112741979	0.10135596621484452	DARS2	1	173824653	173858808	protein_coding	55157
